Mod:Item:MetaData, Localized Name
sweetmagic:magic_light, フォトン・アロー
sweetmagic:magic_starburst, スターバースト・レイ
sweetmagic:magic_sacredbuster, セイクリッド・バスター
sweetmagic:magic_shining_flare, シャイニング・フレア
sweetmagic:magic_tornado, トルネード・ショット
sweetmagic:magic_storm, トライ・ストーム
sweetmagic:magic_cyclon, テンペスト・ガン
sweetmagic:magic_avoid, エーテル・アヴォイドⅠ
sweetmagic:magic_avoid_2, エーテル・アヴォイドⅡ
sweetmagic:magic_avoid_3, エーテル・アヴォイドⅢ
sweetmagic:magic_avoid_tornado, アヴォイド・トルネード
sweetmagic:magic_dig, ディグ・ブレイク
sweetmagic:magic_rangebreaker, レンジ・ブレイカー
sweetmagic:magic_mining_magia, マイニング・マギア
sweetmagic:magic_earth_destruction, アース・デストラクション
sweetmagic:magic_mining_enchant, マイニング・エンチャント
sweetmagic:magic_rockblast, ロック・ブラスト
sweetmagic:magic_hugerock_fall, ヒュージロック・フォール
sweetmagic:magic_earthquake, アースクェイク
sweetmagic:magic_growth_effect, グロース・エフェクト
sweetmagic:magic_growth_aura, グロース・オーラ
sweetmagic:magic_growth_verre, グロース・ヴェール
sweetmagic:magic_growth_collect, グロース・コレクト
sweetmagic:magic_burst, バースト・ショット
sweetmagic:magic_tamagotti, ブラスト・バーン
sweetmagic:magic_magia_destroy, マギア・デストロイ
sweetmagic:magic_supernova, スーパー・ノヴァ
sweetmagic:magic_slowtime, タイム・ディクリース
sweetmagic:magic_deusora, デウス・エクステンション
sweetmagic:magic_futurevision, フューチャー・ビジョン
sweetmagic:magic_causality_prediction, フューチャー・プリディクション
sweetmagic:magic_aether_force, エーテル・フォース
sweetmagic:magic_divine_force, ディバイン・フォース
sweetmagic:magic_pure_force, ピュア・フォース
sweetmagic:magic_deus_force, デウス・フォース
sweetmagic:magic_cosmic_force, コズミック・フォース
sweetmagic:magic_creative, クリエイティブ・フォース
sweetmagic:card_normal, 簡易魔法(射撃)
sweetmagic:card_heal, 簡易魔法(回復)
sweetmagic:magickey, 魔法のダンジョンキー
sweetmagic:alternative_ingot, オルタナティブ・インゴット
sweetmagic:cosmos_light_ingot, コズモライト・インゴット
sweetmagic:alt_axe, オルタナティブ・アックス
sweetmagic:alt_pick, オルタナティブ・ピッケル
sweetmagic:alt_shovel, オルタナティブ・シャベル
sweetmagic:alt_hoe, オルタナティブ・クワ
sweetmagic:alt_sickle, オルタナティブ・サイス
sweetmagic:alt_shears, オルタナティブ・シザー
sweetmagic:alt_bucket, オルタナティブバケツ
sweetmagic:alt_bucket_water, 水入りオルタナティブバケツ
sweetmagic:alt_bucket_lava, 溶岩入りオルタナティブバケツ
sweetmagic:alt_sword, オルタナティブ・ソード
sweetmagic:knife_of_thief, 盗賊のナイフ
sweetmagic:machete, マチェット
sweetmagic:plant_chips, 植物くず
sweetmagic:sm_phone, シュベルフォン（空色）
sweetmagic:sm_phone_r, シュベルフォン（赤色）
sweetmagic:sm_phone_p, シュベルフォン（紫色）
sweetmagic:sm_phone_o, シュベルフォン（オレンジ色）
sweetmagic:sm_phone_l, シュベルフォン（黄緑色）
sweetmagic:sm_phone_i, シュベルフォン（桃色）
sweetmagic:sm_phone_b, シュベルフォン（黒色）
sweetmagic:black_moderndoor_i, 黒モダンドア
sweetmagic:brown_2paneldoor_i, 2パネルドア
sweetmagic:brown_5paneldoor_i, 5パネルドア
sweetmagic:brown_elegantdoor_i, エレガントドア
sweetmagic:brown_arch_door_i, アーチドア
sweetmagic:brown_arch_plantdoor_i, アーチプラントドア
sweetmagic:woodgold_3_i, 3段木製ドア
sweetmagic:whitewoodgold_3_i, 3段白色の木製ドア
sweetmagic:simple_door_1_i, シンプルドア
sweetmagic:simple_door_2_i, シンプルドア（網あり）
sweetmagic:smcushion_o, クッション(オレンジ)
sweetmagic:smcushion_s, クッション(空)
sweetmagic:smcushion_y, クッション(黄)
sweetmagic:smcushion_b, クッション(青)
sweetmagic:sannyflower_seed, サニーフラワーの種
sweetmagic:moonblossom_seed, ムーンブロッサムの種
sweetmagic:drizzly_mysotis_seed, ドリズリィ・ミオソチスの種
sweetmagic:sugarbell_seed, シュガーベルの種
sweetmagic:clerodendrum_seed, クレロデンドルムの種
sweetmagic:fire_nasturtium_seed, ファイアナスタチウムの種
sweetmagic:sticky_stuff_seed, スティッキースタッフの種
sweetmagic:glowflower_seed, グロウフラワーの種
sweetmagic:cotton_seed, コットンの種
sweetmagic:quartz_seed, クオーツの種
sweetmagic:shop_uniform, カフェショップの服
sweetmagic:farm_apron, 農家のエプロン
sweetmagic:whitenet_seed, ホワイトネットの種
sweetmagic:vannila_pods, バニラの莢
sweetmagic:olive, オリーブ
sweetmagic:rice_seed, 種籾
sweetmagic:corn_seed, トウモロコシの種
sweetmagic:eggplant_seed, ナスの種
sweetmagic:j_radish_seed, 大根の種
sweetmagic:lettuce_seed, レタスの種
sweetmagic:cabbage_seed, キャベツの種
sweetmagic:azuki_seed, 小豆
sweetmagic:spinach_seed, ほうれん草の種
sweetmagic:coffee_seed, コーヒー豆
sweetmagic:pineapple_seed, パイナップルの種
sweetmagic:greenpepper_seed, ピーマンの種
sweetmagic:blueberry, ブルーベリー
sweetmagic:raspberry, ヘキサグラムラズベリー
sweetmagic:strawberry, いちご
sweetmagic:soybean, 大豆
sweetmagic:sweetpotato, サツマイモ
sweetmagic:tomato, トマト
sweetmagic:onion, 玉ねぎ
sweetmagic:vannila_beans, バニラビーンズ
sweetmagic:vannila_essence, バニラエッセンス
sweetmagic:olive_oil, オリーブオイル
sweetmagic:whipping_cream, 生クリーム
sweetmagic:butter, バター
sweetmagic:salt, 塩
sweetmagic:watercup, 水
sweetmagic:vinegar, お酢
sweetmagic:mayonnaise, マヨネーズ
sweetmagic:salad_dressing, サラダドレッシング
sweetmagic:soy_sauce, 醤油
sweetmagic:breadcrumbs, パン粉
sweetmagic:flourpowder, 小麦粉
sweetmagic:ine, 稲
sweetmagic:kinako, きな粉
sweetmagic:gelatin, ゼラチン
sweetmagic:cocoamass, カカオマス
sweetmagic:cocoabutter, カカオバター
sweetmagic:cocoapowder, ココアパウダー
sweetmagic:custard, カスタード
sweetmagic:miso, 味噌
sweetmagic:seaweed, 海藻
sweetmagic:bonito_flakes, かつお節
sweetmagic:lemon, レモン
sweetmagic:orange, ミカン
sweetmagic:peach, 桃
sweetmagic:estor_apple, エストール・アップル
sweetmagic:chestnut, 栗
sweetmagic:coconut, ヤシの実
sweetmagic:banana, バナナ
sweetmagic:pineapple, パイナップル
sweetmagic:whitenet, ホワイトネット
sweetmagic:dry_seaweed, 海苔
sweetmagic:cake_dough, スポンジケーキ
sweetmagic:cheese, チーズ
sweetmagic:edamame, 枝豆
sweetmagic:spinach, ほうれん草
sweetmagic:greenpepper, ピーマン
sweetmagic:corn, トウモロコシ
sweetmagic:j_radish, 大根
sweetmagic:eggplant, ナス
sweetmagic:lettuce, レタス
sweetmagic:cabbage, キャベツ
sweetmagic:yaki_imo, 焼き芋
sweetmagic:sweet_potato, スイートポテト
sweetmagic:yaki_banana, 焼きバナナ
sweetmagic:yaki_apple, 焼きりんご
sweetmagic:applecandy, りんご飴
sweetmagic:itigo_daihuku, イチゴ大福
sweetmagic:cooked_corn, 焼きトウモロコシ
sweetmagic:potatobutter, じゃがバター
sweetmagic:boiled_edamame, 茹でた枝豆
sweetmagic:peppers_stuffed_with_meat, ピーマンの肉詰め
sweetmagic:toast, トースト
sweetmagic:ogura_toast, 小倉トースト
sweetmagic:butter_toast, バタートースト
sweetmagic:jam_toast, ジャムトースト
sweetmagic:french_toast, フレンチトースト
sweetmagic:choko_cornet, チョココロネ
sweetmagic:cream_filled_roll, クリームパン
sweetmagic:croissant, クロワッサン
sweetmagic:butter_role, バターロール
sweetmagic:melon_bread, メロンパン
sweetmagic:pretzel, プレッツェル
sweetmagic:sandwich, サンドイッチ
sweetmagic:egg_sandwitch, たまごサンド
sweetmagic:sandwich_fruit, フルーツサンド
sweetmagic:hamburger, ハンバーガー
sweetmagic:rice, ご飯
sweetmagic:riceball_salt, 塩おにぎり
sweetmagic:riceball_salmon, 鮭おにぎり
sweetmagic:riceball_grilled, 焼きおにぎり
sweetmagic:butadon, 豚丼
sweetmagic:gyuudon, 牛丼
sweetmagic:cheegyu, チー牛
sweetmagic:kurigohan, 栗ご飯
sweetmagic:fried_rice, チャーハン
sweetmagic:sushi_egg, 卵焼き寿司
sweetmagic:sushi_salmon, サーモン寿司
sweetmagic:salmondon, 鮭どんぶり
sweetmagic:nikujaga, 肉じゃが
sweetmagic:salad_mixoil, 野菜炒め
sweetmagic:salad_mixcorn, コーンサラダ
sweetmagic:salad_coleslaw, コールスローサラダ
sweetmagic:salad_caprese, カプレーゼ
sweetmagic:salad_potate, ポテトサラダ
sweetmagic:salad_ohitasi, ほうれん草のおひたし
sweetmagic:salad_caesar, シーザーサラダ
sweetmagic:peppers_with_soy_sauce_and_bonito, ピーマンのおかか醤油
sweetmagic:salad_fruit, フルーツサラダ
sweetmagic:salmon_carpaccio, サーモンカルパッチョ
sweetmagic:spinach_egg, ほうれん草の卵とじ
sweetmagic:yakinasu, 焼きナス
sweetmagic:tamagoyaki, 卵焼き
sweetmagic:buridaikon, ぶり大根
sweetmagic:salmon_meuniere, サーモンのムニエル
sweetmagic:saba_miso, 鯖味噌煮
sweetmagic:roll_cabbage, ロールキャベツ
sweetmagic:sweet_and_sour_pork, 酢豚
sweetmagic:pizza, ピザ
sweetmagic:gratin, グラタン
sweetmagic:beefstew, ビーフシチュー
sweetmagic:stew, ホワイトシチュー
sweetmagic:sukiyaki, すき焼き
sweetmagic:steak_hamburg, ハンバーグステーキ
sweetmagic:sauteed_mushrooms, きのこソテー
sweetmagic:medamayaki, 目玉焼き
sweetmagic:kurikinton, 栗きんとん
sweetmagic:pumpkin_nituke, かぼちゃの煮つけ
sweetmagic:croquette, コロッケ
sweetmagic:fried_potato, フライドポテト
sweetmagic:fish_and_chips, フィッシュアンドチップス
sweetmagic:mochi, 餅
sweetmagic:kinakomochi, きな粉餅
sweetmagic:zunda, ずんだ餅
sweetmagic:ohagi, おはぎ
sweetmagic:strawberry_jelly, イチゴゼリー
sweetmagic:orange_jelly, ミカンゼリー
sweetmagic:apple_jelly, リンゴゼリー
sweetmagic:peach_jelly, 桃ゼリー
sweetmagic:kakigori_lemon, かき氷（レモン）
sweetmagic:kakigori_strawberry, かき氷（イチゴ）
sweetmagic:kakigori_milk, かき氷（練乳）
sweetmagic:chocolate, チョコレート
sweetmagic:white_chocolate, ホワイトチョコレート
sweetmagic:pudding, プリン
sweetmagic:salt_popcorn, ポップコーン塩味
sweetmagic:caramel_popcorn, キャラメルポップコーン
sweetmagic:youkan, 羊羹
sweetmagic:fluit_mix, フルーツポンチ
sweetmagic:peach_compote, 桃のコンポート
sweetmagic:softcream_vannila, ソフトクリーム（バニラ）
sweetmagic:softcream_strawberry, ソフトクリーム（ストロベリー）
sweetmagic:softcream_chocolate, ソフトクリーム（チョコ）
sweetmagic:lemon_cookie, レモンクッキー
sweetmagic:icebox_cookie, アイスボックスクッキー
sweetmagic:cookie_jam, ジャムクッキー
sweetmagic:coconuts_cookie, ココナッツクッキー
sweetmagic:icing_cookies, アイシングクッキー
sweetmagic:scone, スコーン
sweetmagic:waffle, ワッフル
sweetmagic:choco_pie, チョコパイ
sweetmagic:blueberry_muffin, ブルーベリーマフィン
sweetmagic:chocolate_muffin, チョコチップマフィン
sweetmagic:apple_muffin, アップルマフィン
sweetmagic:cup_cake, カップケーキ
sweetmagic:canele, カヌレ
sweetmagic:madeleine, マドレーヌ
sweetmagic:macaroon, マカロン
sweetmagic:donut_plane, プレーンドーナツ
sweetmagic:donut_choco, チョコドーナツ
sweetmagic:donut_strawberrychoco, ストロベリーチョコドーナツ
sweetmagic:cream_puff, シュークリーム
sweetmagic:short_cake, ショートケーキ
sweetmagic:cheese_cake, チーズケーキ
sweetmagic:chocolate_cake, チョコレートケーキ
sweetmagic:gateau_chocolat, ガトーショコラ
sweetmagic:cake_roll, ロールケーキ
sweetmagic:applepie, アップルパイ
sweetmagic:raspberrypie, ラズベリーパイ
sweetmagic:strawberry_tart, イチゴタルト
sweetmagic:peach_tart, ピーチタルト
sweetmagic:orange_tart, オレンジタルト
sweetmagic:mont_blanc, モンブラン
sweetmagic:talttatan, タルトタタン
sweetmagic:german_tree_cake, バームクーヘン
sweetmagic:cake_chiffon, シフォンケーキ
sweetmagic:eclair, エクレア
sweetmagic:hotcake, ホットケーキ
sweetmagic:fruit_crepe, クレープ
sweetmagic:cream_brulee, クレームブリュレ
sweetmagic:panna_cotta, パンナコッタ
sweetmagic:marshmallow, マシュマロ
sweetmagic:yogurt, ヨーグルト
sweetmagic:witch_cake, ウィッチケーキ
sweetmagic:devil_cake, デビルケーキ
sweetmagic:corn_soup, コーンスープ
sweetmagic:berryorange_juice, ベリーオレンジジュース
sweetmagic:strawberrymilk, イチゴミルク
sweetmagic:coconut_juice, ココナッツジュース
sweetmagic:cocoa, ココア
sweetmagic:pumpkin_soup, パンプキンスープ
sweetmagic:banana_smoothy, バナナスムージー
sweetmagic:mixed_juice, ミックスジュース
sweetmagic:milk_pack, 牛乳パック
sweetmagic:soy_soup, 味噌汁
sweetmagic:pork_soup, 豚汁
sweetmagic:coffee, コーヒー
sweetmagic:cafe_latte, カフェラテ
sweetmagic:vienna_coffee, ウィンナーコーヒー
sweetmagic:fruit_wine, 果実酒
sweetmagic:pine_smoothy, パインスムージー
sweetmagic:seaplant_soup, わかめスープ
sweetmagic:milkshake, ミルクセーキ
sweetmagic:kitt_gadget, キット・ガジェッド
sweetmagic:kitt_jet, キット・ジェット
sweetmagic:aether_rifle, エーテルライフル
thaumadditions:mithrillium_nugget, Mithrillium Nugget
thaumadditions:adaminite_nugget, Adaminite Nugget
thaumadditions:mithminite_nugget, Mithminite Nugget
thaumadditions:mithrillium_ingot, Mithrillium Ingot
thaumadditions:adaminite_ingot, Adaminite Ingot
thaumadditions:mithminite_ingot, Mithminite Ingot
thaumadditions:mithrillium_plate, Mithrillium Plate
thaumadditions:adaminite_plate, Adaminite Plate
thaumadditions:mithminite_plate, Mithminite Plate
thaumadditions:adaminite_fabric, Adaminite Fabric
thaumadditions:mithminite_fabric, Mithminite Fabric
thaumadditions:mithrillium_resonator, Mithrillium Resonator
thaumadditions:levitation_device, Flight Device
thaumadditions:seal_globe, Seal Globe
thaumadditions:odour_powder, Odour Powder
thaumadditions:phantom_ink_phial, Phial of Phantom Ink
thaumadditions:mithminite_blade, Mithminite Blade
thaumadditions:mithminite_handle, Mithminite Handle
thaumadditions:zeith_fur, Blue Wolf Fur
thaumadditions:blue_bone, Blue Bone
thaumadditions:fragnant_pendant, Fragrant Pendant
thaumadditions:recharge_charm, Recharge Charm
thaumadditions:traveller_belt, Belt of the Traveller
thaumadditions:striding_belt, Striding Belt
thaumadditions:meteor_belt, Belt of the Meteor
thaumadditions:bone_eye, Bone-eye
thaumadditions:vis_scribing_tools, Vis Scribing Tools
thaumadditions:void_thaumometer, Void Thaumometer
thaumadditions:wormhole_mirror, Wormhole Mirror
thaumadditions:void_elemental_pickaxe, Void Pickaxe of the Core
thaumadditions:void_elemental_shovel, Void Shovel of the Earthmover
thaumadditions:void_elemental_axe, Void Axe of the Stream
thaumadditions:void_elemental_hoe, Void Hoe of Growth
thaumadditions:shadow_beam_staff, Shadow Beam Staff
thaumadditions:essentia_pistol, Essentia Pistol
thaumadditions:the_beheader, The Beheader
thaumadditions:adaminite_sword, Adaminite Sword
thaumadditions:mithminite_scythe, Mithminite Scythe
thaumadditions:adaminite_hood, Adaminite Hood
thaumadditions:adaminite_robe, Adaminite Robe
thaumadditions:adaminite_belt, Adaminite Belt
thaumadditions:adaminite_boots, Adaminite Boots
thaumadditions:mithminite_hood, Mithminite Hood
thaumadditions:mithminite_robe, Mithminite Robe
thaumadditions:mithminite_belt, Mithminite Belt
thaumadditions:mithminite_boots, Mithminite Boots
thaumadditions:dna_sample, Entity Cell
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:salt_essence:0, Vis Salt
thaumadditions:seal_symbol, Seal Symbol: @ASPECT
thaumadditions:vis_pod, %s Vis Pod
thaumadditions:vis_seeds, %s Vis Seeds
thaumadditions:void_seed, Void Seed
thaumadditions:chester, Chester
thaumadditions:knowledge_tome, Tome of Sharing
thaumadditions:disenchant_fabric, Fabric of Disenchantment
thaumadditions:crystal_bag, Crystal Bag
thaumadditions:void_fruit, Void Fruit
thaumadditions:mithrillium_smelter, Mithrillium Smeltery
thaumadditions:adaminite_smelter, Adaminite Smeltery
thaumadditions:mithminite_smelter, Mithminite Smeltery
thaumadditions:aura_disperser, Aura Disperser
thaumadditions:aspect_combiner, Essentia Combiner
thaumadditions:aura_charger, Aura Charger
thaumadditions:crystal_crusher, Crystal Crusher
thaumadditions:crystal_bore, Crystal Bore
thaumadditions:entity_summoner, Entity Summoner
thaumadditions:puriflower, Puriflower
thaumadditions:flux_concentrator, Flux Concentrator
thaumadditions:cake, Arcane Cake
thaumadditions:dawn_totem, Totem of Dawn
thaumadditions:twilight_totem, Twilight Totem
thaumadditions:growth_chamber, Crystal Growth Chamber
thaumadditions:seal, Arcane Seal
thaumadditions:shadow_enchanter, Shadow Enchanter
thaumadditions:thaumic_lectern, Thaumonomicon Lectern
thaumadditions:void_anvil, Void Anvil
thaumadditions:essentia_sink, Essentia Sink
thaumadditions:jar_brass, Brass Warded Jar
thaumadditions:jar_thaumium, Thaumium Reinforced Jar
thaumadditions:jar_eldritch, Void Reinforced Jar
thaumadditions:jar_mithrillium, Mithrillium Fortified Jar
thaumadditions:jar_adaminite, Adaminite Fortified Jar
thaumadditions:jar_mithminite, Mithminite Fortified Jar
thaumadditions:crystal_block, @ASPECT Crystal Block
thaumadditions:taintkin, Taintkin
thaumadditions:taintkin_lit, Taint o' Lantern
thaumadditions:mithrillium_block, Mithrillium Block
thaumadditions:adaminite_block, Adaminite Block
thaumadditions:mithminite_block, Mithminite Block
thaumadditions:taintwood_planks, Taintwood Planks
thaumadditions:chiseled_amber_block, Chiseled Amber Block
thaumadditions:iron_framed_greatwood, Iron Framed Greatwood
thaumadditions:brass_plated_silverwood, Brass Plated Silverwood
thaumadditions:chiseled_greatwood, Chiseled Greatwood
thaumadditions:amber_lamp, Amber Lamp
thaumadditions:crystal_lamp, Crystal Lamp
thaumadditions:vis_seeds/aer, item.thaumadditions:vis_seeds/aer.name
thaumadditions:vis_seeds/terra, item.thaumadditions:vis_seeds/terra.name
thaumadditions:vis_seeds/ignis, item.thaumadditions:vis_seeds/ignis.name
thaumadditions:vis_seeds/aqua, item.thaumadditions:vis_seeds/aqua.name
thaumadditions:vis_seeds/ordo, item.thaumadditions:vis_seeds/ordo.name
thaumadditions:vis_seeds/perditio, item.thaumadditions:vis_seeds/perditio.name
thaumadditions:vis_seeds/vacuos, item.thaumadditions:vis_seeds/vacuos.name
thaumadditions:vis_seeds/lux, item.thaumadditions:vis_seeds/lux.name
thaumadditions:vis_seeds/motus, item.thaumadditions:vis_seeds/motus.name
thaumadditions:vis_seeds/gelum, item.thaumadditions:vis_seeds/gelum.name
thaumadditions:vis_seeds/vitreus, item.thaumadditions:vis_seeds/vitreus.name
thaumadditions:vis_seeds/metallum, item.thaumadditions:vis_seeds/metallum.name
thaumadditions:vis_seeds/victus, item.thaumadditions:vis_seeds/victus.name
thaumadditions:vis_seeds/mortuus, item.thaumadditions:vis_seeds/mortuus.name
thaumadditions:vis_seeds/potentia, item.thaumadditions:vis_seeds/potentia.name
thaumadditions:vis_seeds/permutatio, item.thaumadditions:vis_seeds/permutatio.name
thaumadditions:vis_seeds/praecantatio, item.thaumadditions:vis_seeds/praecantatio.name
thaumadditions:vis_seeds/auram, item.thaumadditions:vis_seeds/auram.name
thaumadditions:vis_seeds/alkimia, item.thaumadditions:vis_seeds/alkimia.name
thaumadditions:vis_seeds/vitium, item.thaumadditions:vis_seeds/vitium.name
thaumadditions:vis_seeds/tenebrae, item.thaumadditions:vis_seeds/tenebrae.name
thaumadditions:vis_seeds/alienis, item.thaumadditions:vis_seeds/alienis.name
thaumadditions:vis_seeds/volatus, item.thaumadditions:vis_seeds/volatus.name
thaumadditions:vis_seeds/herba, item.thaumadditions:vis_seeds/herba.name
thaumadditions:vis_seeds/instrumentum, item.thaumadditions:vis_seeds/instrumentum.name
thaumadditions:vis_seeds/fabrico, item.thaumadditions:vis_seeds/fabrico.name
thaumadditions:vis_seeds/machina, item.thaumadditions:vis_seeds/machina.name
thaumadditions:vis_seeds/vinculum, item.thaumadditions:vis_seeds/vinculum.name
thaumadditions:vis_seeds/spiritus, item.thaumadditions:vis_seeds/spiritus.name
thaumadditions:vis_seeds/cognitio, item.thaumadditions:vis_seeds/cognitio.name
thaumadditions:vis_seeds/sensus, item.thaumadditions:vis_seeds/sensus.name
thaumadditions:vis_seeds/aversio, item.thaumadditions:vis_seeds/aversio.name
thaumadditions:vis_seeds/praemunio, item.thaumadditions:vis_seeds/praemunio.name
thaumadditions:vis_seeds/desiderium, item.thaumadditions:vis_seeds/desiderium.name
thaumadditions:vis_seeds/exanimis, item.thaumadditions:vis_seeds/exanimis.name
thaumadditions:vis_seeds/bestia, item.thaumadditions:vis_seeds/bestia.name
thaumadditions:vis_seeds/humanus, item.thaumadditions:vis_seeds/humanus.name
thaumadditions:vis_seeds/terminus, item.thaumadditions:vis_seeds/terminus.name
thaumadditions:vis_seeds/spatio, item.thaumadditions:vis_seeds/spatio.name
thaumadditions:vis_seeds/tempus, item.thaumadditions:vis_seeds/tempus.name
thaumadditions:vis_seeds/fluctus, item.thaumadditions:vis_seeds/fluctus.name
thaumadditions:vis_seeds/sonus, item.thaumadditions:vis_seeds/sonus.name
thaumadditions:vis_seeds/exitium, item.thaumadditions:vis_seeds/exitium.name
thaumadditions:vis_seeds/caeles, item.thaumadditions:vis_seeds/caeles.name
thaumadditions:vis_seeds/draco, item.thaumadditions:vis_seeds/draco.name
thaumadditions:vis_seeds/infernum, item.thaumadditions:vis_seeds/infernum.name
thaumadditions:vis_seeds/ventus, item.thaumadditions:vis_seeds/ventus.name
thaumadditions:vis_seeds/visum, item.thaumadditions:vis_seeds/visum.name
thaumadditions:vis_seeds/imperium, item.thaumadditions:vis_seeds/imperium.name
thaumicwands:node_stabilizer, Node Stabilizer
thermaldynamics:duct_0:0, 鉛石電導管
thermaldynamics:duct_0:1, ハーデンド電導管
thermaldynamics:duct_0:2, レッドストーン電導管
thermaldynamics:duct_0:3, シグナルム電導管
thermaldynamics:duct_0:4, レゾナント電導管
thermaldynamics:duct_0:5, 冷温安定化電導管
thermaldynamics:duct_0:6, レッドストーン電導管(空)
thermaldynamics:duct_0:7, シグナルム電導管(空)
thermaldynamics:duct_0:8, レゾナント電導管(空)
thermaldynamics:duct_0:9, 冷温安定化電導管(空)
thermaldynamics:duct_16:0, 液体管
thermaldynamics:duct_16:1, 液体管(不透明)
thermaldynamics:duct_16:2, ハーデンド液体管
thermaldynamics:duct_16:3, ハーデンド液体管(不透明)
thermaldynamics:duct_16:4, シグナルムメッキ液体管
thermaldynamics:duct_16:5, シグナルムメッキ液体管(不透明)
thermaldynamics:duct_16:6, 超層液体管
thermaldynamics:duct_16:7, 超層液体管(不透明)
thermaldynamics:duct_32:0, 減圧アイテムダクト
thermaldynamics:duct_32:0, 加圧アイテムダクト
thermaldynamics:duct_32:0, アイテムダクト
thermaldynamics:duct_32:1, 減圧アイテムダクト(不透明)
thermaldynamics:duct_32:1, 加圧アイテムダクト(不透明)
thermaldynamics:duct_32:1, アイテムダクト(不透明)
thermaldynamics:duct_32:2, 減圧加速アイテムダクト
thermaldynamics:duct_32:2, 加圧加速アイテムダクト
thermaldynamics:duct_32:2, 加速アイテムダクト
thermaldynamics:duct_32:3, 減圧加速アイテムダクト(不透明)
thermaldynamics:duct_32:3, 加圧加速アイテムダクト(不透明)
thermaldynamics:duct_32:3, 加速アイテムダクト(不透明)
thermaldynamics:duct_32:4, 減圧シグナルムメッキアイテムダクト
thermaldynamics:duct_32:4, 加圧シグナルムメッキアイテムダクト
thermaldynamics:duct_32:4, シグナルムメッキアイテムダクト
thermaldynamics:duct_32:5, 減圧シグナルムメッキアイテムダクト(不透明)
thermaldynamics:duct_32:5, 加圧シグナルムメッキアイテムダクト(不透明)
thermaldynamics:duct_32:5, シグナルムメッキアイテムダクト(不透明)
thermaldynamics:duct_32:6, 減圧シグナルムメッキ加速アイテムダクト
thermaldynamics:duct_32:6, 加圧シグナルムメッキ加速アイテムダクト
thermaldynamics:duct_32:6, シグナルムメッキ加速アイテムダクト
thermaldynamics:duct_32:7, 減圧シグナルムメッキ加速アイテムダクト(不透明)
thermaldynamics:duct_32:7, 加圧シグナルムメッキ加速アイテムダクト(不透明)
thermaldynamics:duct_32:7, シグナルムメッキ加速アイテムダクト(不透明)
thermaldynamics:duct_48:0, 構造用管材
thermaldynamics:duct_64:0, 輸送ダクト
thermaldynamics:duct_64:1, 長距離輸送ダクト
thermaldynamics:duct_64:2, 長距離接続輸送ダクト
thermaldynamics:duct_64:3, 輸送ダクト(未処理)
thermaldynamics:servo:0, サーボ
thermaldynamics:servo:1, ハーデンドサーボ
thermaldynamics:servo:2, レインフォースドサーボ
thermaldynamics:servo:3, シグナルムサーボ
thermaldynamics:servo:4, レゾナントサーボ
thermaldynamics:filter:0, フィルター
thermaldynamics:filter:1, ハーデンドフィルター
thermaldynamics:filter:2, レインフォースドフィルター
thermaldynamics:filter:3, シグナルムフィルター
thermaldynamics:filter:4, レゾナントフィルター
thermaldynamics:retriever:0, レトリーバー
thermaldynamics:retriever:1, ハーデンドレトリーバー
